cell line	cellosaurus name	cellosaurus accession	bto cell line	organism	organism part	sampling site	age	developmental stage	sex	ancestry category	disease	cell type	Material type	synonyms	curated
RCC4-VHL	RCC4/VHL	CVCL_2706	not available	Homo Sapiens	Kidney	Kidney	not available	not available	not available	Caucasian	Clear cell renal cell carcinoma	not available	cell	RCC4 VHL; RCC4-PVHL; RCC4PLUSVHL	curated
RPMI-7932	RPMI-7932	CVCL_2713	RPMI-7932 cell	Homo Sapiens	Skin	Pleural effusion	36Y	Adult	Female	Caucasian	Melanoma	not available	cell	ULF; RPMI7932 CELL; RPMI 7932; ROSWELL PARK MEMORIAL INSTITUTE 7932; RPMI7932	curated
RT112-84	RT112/84	CVCL_2714	not available	Homo Sapiens	Bladder	Urinary bladder	not available	not available	Female	Caucasian	Bladder carcinoma	not available	cell	RT112-84; RT11284; RT-112/84	curated
Shmac 4	Shmac 4	CVCL_2722	not available	Homo Sapiens	not available	Epithelium; Prostate	not available	not available	Male	not available	Prostate carcinoma	epithelial cell of prostate	cell	Shmac 4	curated
TO14	TO14	CVCL_2734	not available	Homo Sapiens	Ovary	Omentum	not available	not available	not available	not available	Ovarian cystadenocarcinoma	not available	cell	T014	curated
U-BLC1	U-BLC1	CVCL_2738	not available	Homo Sapiens	Bladder	Bladder	84Y	Elderly	Female	not available	Bladder carcinoma	not available	cell	UBLC1	curated
UM-RC-2	UM-RC-2	CVCL_2739	not available	Homo Sapiens	Kidney	Kidney	not available	not available	not available	Caucasian	Clear cell renal cell carcinoma	not available	cell	UMRC-2; UMRC2; UNIVERSITY OF MICHIGAN-RENAL CARCINOMA-2	curated
UM-RC-3	UM-RC-3	CVCL_2740	not available	Homo Sapiens	Kidney	Kidney	not available	not available	not available	not available	Clear cell renal cell carcinoma	not available	cell	UMRC3; UNIVERSITY OF MICHIGAN-RENAL CARCINOMA-3; UMRC-3	curated
UM-RC-6	UM-RC-6	CVCL_2741	not available	Homo Sapiens	Kidney	Kidney	not available	not available	not available	African American	Renal cell carcinoma	not available	cell	UMRC-6; UMRC6; UNIVERSITY OF MICHIGAN-RENAL CARCINOMA-6	curated
UM-RC-7	UM-RC-7	CVCL_2742	not available	Homo Sapiens	Kidney	Kidney	not available	not available	Male	not available	Renal cell carcinoma	not available	cell	UMRC7; UNIVERSITY OF MICHIGAN-RENAL CARCINOMA-7; UMRC-7	curated
UM-UC-1	UM-UC-1	CVCL_2743	UM-UC-1 cell	Homo Sapiens	Bladder	Lymph node	26Y	Adult	Male	African American	Bladder carcinoma	not available	cell	UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-1 CELL; UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-1; UMUC1 CELL; UMUC1; UMUC-1 CELL	curated
UM-UC-10	UM-UC-10	CVCL_2744	UM-UC-10 cell	Homo Sapiens	Bladder	Urinary bladder	not available	not available	not available	not available	Bladder carcinoma	not available	cell	UMUC-10 CELL; UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-10; UMUC10; UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-10 CELL	curated
UM-UC-11	UM-UC-11	CVCL_2745	not available	Homo Sapiens	Bladder	Urinary bladder	not available	not available	not available	not available	Bladder carcinoma	not available	cell	UC-11; UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-11; UMUC11; UM-UC11	curated
UM-UC-13	UM-UC-13	CVCL_2746	not available	Homo Sapiens	Bladder	Lymph node	not available	not available	not available	not available	Bladder carcinoma	not available	cell	UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-13; UC-13; UMUC13	curated
UM-UC-14	UM-UC-14	CVCL_2747	UM-UC-14 cell	Homo Sapiens	Bladder	Renal pelvis	not available	not available	not available	not available	Renal pelvis carcinoma	not available	cell	UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-14; UM-UC14; UMUC14; UMUC-14	curated
UM-UC-16	UM-UC-16	CVCL_2748	not available	Homo Sapiens	Bladder	Urinary bladder	not available	not available	not available	not available	Bladder carcinoma	not available	cell	UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-16; UMUC16	curated
UM-UC-4	UM-UC-4	CVCL_2749	not available	Homo Sapiens	Bladder	Lymph node	not available	not available	Female	not available	Bladder carcinoma	not available	cell	UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-4; UMUC4	curated
UM-UC-5	UM-UC-5	CVCL_2750	UM-UC-5 cell	Homo Sapiens	Bladder	Urinary bladder	not available	not available	Female	not available	Bladder carcinoma	not available	cell	UMUC5; UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-5	curated
UM-UC-6	UM-UC-6	CVCL_2751	not available	Homo Sapiens	Bladder	Urinary bladder	not available	not available	Male	not available	Bladder carcinoma	not available	cell	UC-6; UM-UC6; UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-6; UMUC6	curated
UM-UC-7	UM-UC-7	CVCL_2752	not available	Homo Sapiens	Bladder	Urinary bladder	not available	not available	Male	not available	Bladder carcinoma	not available	cell	UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-7; UMUC7	curated
UM-UC-9	UM-UC-9	CVCL_2753	UM-UC-9 cell	Homo Sapiens	Bladder	Urinary bladder	not available	not available	not available	not available	Bladder carcinoma	not available	cell	UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-9; UMUC-9 CELL; UNIVERSITY OF MICHIGAN-UROTHELIAL CARCINOMA-9 CELL; UC-9; UMUC9	curated
VP229	VP229	CVCL_2754	not available	Homo Sapiens	Breast	Breast	47Y	Adult	Female	not available	Invasive breast carcinoma	not available	cell	VP 229; BRCL18	curated
VP267	VP267	CVCL_2755	not available	Homo Sapiens	Breast	Breast	48Y	Adult	Female	not available	Invasive breast carcinoma	not available	cell	VP 267	curated
WIDR	WiDr	CVCL_2760	WiDr cell	Homo Sapiens	Colon	Colon	44Y	Adult	Female	Caucasian	Colon adenocarcinoma	not available	cell	LED-WIDR; WIDR-TC; WIDR; WIDRTC; WIDR/S	curated
WIL2-NS	WIL2 NS	CVCL_2761	WIL2-NS cell	Homo Sapiens	Haematopoietic and Lymphoid	Spleen	5Y	Children	Male	Caucasian	Hereditary spherocytosis	not available	cell	WI-L2 NS; WI-L2-NS; WIL2NS; WIL-2-NS; WIL2-NS; WIL2 NON-SECRETING; WIL-2NS	curated
WM-266-4	WM266-4	CVCL_2765	WM-266-4 cell	Homo Sapiens	Skin	Skin; Right thigh	55Y	Adult	Female	Caucasian	Melanoma	not available	cell	WM266MEL; WM-2664 CELL; NAN; WM2664; WM 2664; WM266; WC00097; WM2664 CELL; WM 266-4 CELL; WM 266-4; WM266-4 CELL; WM-266-4; WM-266-MEL; WM-2664	curated
Tera-2	Tera-2	CVCL_2777	TERA-2 cell	Homo Sapiens	Testis	Lung	22Y	Adult	Male	Caucasian	Embryonal carcinoma	not available	cell	TERA II; TERA-2; TERA 2	curated
HO-1-u-1	HO-1-u-1	CVCL_2784	HO-1-u-1 cell	Homo Sapiens	Mouth	Salivary gland	72Y	Elderly	Male	Japanese	Floor of mouth squamous cell carcinoma	not available	cell	HO-1-U-1; HO1U1; HO1-U1; UEDA-1 CELL; UEDA-1; HO-1U1; HO1-U-1; HO-1-U-1 CELL	curated
JHH-1	JHH-1	CVCL_2785	not available	Homo Sapiens	Liver	Gall bladder	50Y	Adult	Male	Japanese	Adult hepatocellular carcinoma	not available	cell	JHH-1; JHH1	curated
JHH-2	JHH-2	CVCL_2786	not available	Homo Sapiens	Liver	Ascites	57Y	Adult	Male	Japanese	Adult hepatocellular carcinoma	not available	cell	JHH2; JHH-2	curated
JHH-4	JHH-4	CVCL_2787	not available	Homo Sapiens	Liver	not available	51Y	Adult	Male	Japanese	Adult hepatocellular carcinoma	not available	cell	JHH4; JHH-4	curated
JHH-6	JHH-6	CVCL_2788	not available	Homo Sapiens	Liver	not available	57Y	Adult	Female	Japanese	Adult hepatocellular carcinoma	not available	cell	JHH6; JHH-6	curated
MKN74	MKN74	CVCL_2791	MKN-74 cell	Homo Sapiens	Stomach	Liver	37Y	Adult	Male	Japanese	Gastric tubular adenocarcinoma	not available	cell	MKN74 CELL; MKN 74; MKN-74	curated
SKG-I	SKG-I	CVCL_2793	not available	Homo Sapiens	Cervix	Cervix	40Y	Adult	Female	Japanese	Human papillomavirus-related squamous cell carcinoma	not available	cell	SKG1; SKGI; SKG-1	curated
SKG-II	SKG-II	CVCL_2794	not available	Homo Sapiens	Cervix	Cervix	50Y	Adult	Female	Japanese	Human papillomavirus-related squamous cell carcinoma	not available	cell	SKG2; SKG-2; SKGII	curated
KNS-60	KNS-60	CVCL_2798	not available	Homo Sapiens	Brain	Brain	55Y	Adult	Male	Japanese	Glioblastoma	not available	cell	KNS 60; KNS60	curated
KNS-81	KNS-81	CVCL_2799	not available	Homo Sapiens	Brain	Brain	65Y	Elderly	Male	Japanese	Glioblastoma	not available	cell	KNS81	curated
CMK-86	CMK-86	CVCL_2804	CMK-86 cell	Homo Sapiens	Blood	Peripheral blood	10M	not available	Male	Japanese	Myeloid leukemia associated with down syndrome	not available	cell	CMK86 CELL; CMK86	curated
JHH-7	JHH-7	CVCL_2805	not available	Homo Sapiens	Liver	not available	53Y	Adult	Male	Japanese	Adult hepatocellular carcinoma	not available	cell	FUNCTIONAL LIVER CELL-7; JHH7; JHH-7; FLC-7; FLC7	curated
HSC-1	HSC-1	CVCL_2807	HSC-1 cell	Homo Sapiens	Skin	Skin; Hand	75Y	Elderly	Male	Japanese	Skin squamous cell carcinoma	not available	cell	HSC-I; HSC1	curated
YMB-1	YMB-1	CVCL_2814	YMB-1 cell	Homo Sapiens	Breast	Ascites	63Y	Adult	Female	Caucasian	Invasive breast carcinoma	not available	cell	YMB1; YMB1 CELL	curated
YMB-1-E	YMB-1-E	CVCL_2815	YMB-1-E cell	Homo Sapiens	Breast	Ascites	63Y	Adult	Female	Caucasian	Invasive breast carcinoma	not available	cell	YMB1-E; YMB1E	curated
ASH-3	ASH-3	CVCL_2856	not available	Homo Sapiens	Thyroid	Neck; Thyroid gland	68Y	Elderly	Female	Japanese	Thyroid gland undifferentiated (anaplastic) carcinoma	not available	cell	ASH3	curated
AZ-521	AZ-521	CVCL_2862	not available	Homo Sapiens	Small Intestine	Duodenum	53Y	Adult	Male	White	Duodenal adenocarcinoma	not available	cell	AZ521; AZ 521	curated
B2-17	B2-17	CVCL_2864	not available	Homo Sapiens	Brain	Parietal lobe; Neural	75Y	Elderly	Male	Caucasian	Brain astrocytoma	not available	cell	B2-17	curated
CCK-81	CCK-81	CVCL_2873	not available	Homo Sapiens	Large Intestine	Lymph node	62Y	Adult	Female	Japanese	Colon adenocarcinoma	not available	cell	CCK81	curated
DL-40	DL-40	CVCL_2889	not available	Homo Sapiens	Blood	Peripheral blood	64Y	Adult	Female	Japanese	Alk-positive anaplastic large cell lymphoma	T cell	cell	DL40	curated
EBC-1	EBC-1	CVCL_2891	EBC-1 cell	Homo Sapiens	Lung	Skin	69Y	Elderly	Male	Japanese	Squamous cell lung carcinoma	not available	cell	EBC-1/ORIGINAL; EBC1; EBC1 CELL	curated
FU97	Fu97	CVCL_2908	FU-97 cell	Homo Sapiens	Stomach	Stomach	66Y	Elderly	Female	Japanese	Gastric adenocarcinoma	not available	cell	FU-97; FU97; FU97 CELL	curated
G-292-Clone-A141B1	G-292 clone A141B1	CVCL_2909	G-292 cell	Homo Sapiens	Bone	Bone	9Y	Children	Female	Caucasian	Osteosarcoma	not available	cell	"G292 CELL; G 292 CLONE A 141B1; G-292; G-292, CLONE A141B1; G292; G292CLONEA141B1"	curated
HARA	HARA [Human squamous cell lung carcinoma]	CVCL_2914	not available	Homo Sapiens	Lung	Pleural effusion	57Y	Adult	Male	Japanese	Squamous cell lung carcinoma	not available	cell	KCC-C1	curated
HCA1	HCA1	CVCL_2916	not available	Homo Sapiens	Cervix	Lymph node	not available	not available	Female	Japanese	Cervical adenocarcinoma	not available	cell	HCA-1	curated
HCC-56	HCC-56	CVCL_2917	not available	Homo Sapiens	Large Intestine	Ascites	76Y	Elderly	Male	Japanese	Gastric tubular adenocarcinoma	not available	cell	HCC56	curated
HCS-2	HCS-2	CVCL_2918	not available	Homo Sapiens	Cervix	Cervix	42Y	Adult	Female	Japanese	Cervical squamous cell carcinoma	not available	cell	HCS2	curated
HCSC-1	HCSC-1	CVCL_2919	not available	Homo Sapiens	Cervix	Ascites	48Y	Adult	Female	Japanese	Human papillomavirus-related cervical adenocarcinoma	not available	cell	HCSC1	curated
HEC-108	HEC-108	CVCL_2923	not available	Homo Sapiens	Endometrium	Endometrium	not available	not available	Female	Japanese	Endometrial adenocarcinoma	not available	cell	HEC108	curated
HEC-116	HEC-116	CVCL_2924	not available	Homo Sapiens	Uterus	Uterine corpus; Endometrium	not available	not available	Female	Japanese	Endometrial adenocarcinoma	not available	cell	HEC116	curated
HEC-151	HEC-151	CVCL_2925	not available	Homo Sapiens	Endometrium	Endometrium	not available	not available	Female	Japanese	Endometrial adenocarcinoma	not available	cell	HEC151	curated
HEC-251	HEC-251	CVCL_2927	not available	Homo Sapiens	Endometrium	Endometrium	53Y	Adult	Female	Japanese	Endometrial carcinoma	not available	cell	HEC251	curated
HEC-265	HEC-265	CVCL_2928	not available	Homo Sapiens	Endometrium	Endometrium	59Y	Adult	Female	Japanese	Endometrial adenocarcinoma	not available	cell	HEC265	curated
HEC-50B	HEC-50B	CVCL_2929	not available	Homo Sapiens	Endometrium	Ascites; Peritoneal fluid	not available	not available	Female	Japanese	Endometrial adenocarcinoma	not available	cell	HEC-50 CLONE B; HEC-50; HEC50B; HEC50	curated
HEC-59	HEC-59	CVCL_2930	not available	Homo Sapiens	Endometrium	Endometrium	not available	not available	Female	Japanese	Endometrial adenocarcinoma	not available	cell	HEC59	curated
HEC-6	HEC-6	CVCL_2931	not available	Homo Sapiens	Endometrium	Endometrium	48Y	Adult	Female	Japanese	Endometrial adenosquamous carcinoma	not available	cell	HEC6	curated
HKA-1	HKA-1	CVCL_2943	not available	Homo Sapiens	Skin	Skin; Right cheek	77Y	Elderly	Female	Japanese	Keratoacanthoma	not available	cell	HKA1	curated
HLF	HLF	CVCL_2947	not available	Homo Sapiens	Liver	Liver	68Y	Elderly	Male	Japanese	Adult hepatocellular carcinoma	fibroblast	cell	HLF	curated
HMC-1-8	HMC-1-8	CVCL_2949	not available	Homo Sapiens	Breast	Pleural effusion	35Y	Adult	Female	Japanese	Breast carcinoma	not available	cell	HMC18	curated
HMY-1	HMY-1	CVCL_2950	not available	Homo Sapiens	Skin	Lymph node; Left inguinal lymph node	62Y	Adult	Male	Japanese	Melanoma	not available	cell	HMY1	curated
HuH-28	HuH-28	CVCL_2955	not available	Homo Sapiens	Biliary Tract	Liver	37Y	Adult	Female	Japanese	Intrahepatic cholangiocarcinoma	not available	cell	HUH-28; HUH28	curated
huH-1	HuH-1	CVCL_2956	HuH-1 cell	Homo Sapiens	Liver	Liver	53Y	Adult	Male	Japanese	Adult hepatocellular carcinoma	not available	cell	HUH-1; HUH 1; HUH1; HUH-1 CELL	curated
HUVEC-C	HUVEC-C	CVCL_2959	HUVEC cell	Homo Sapiens	not available	Umbilical vein	<1D	not available	Female	not available	not available	endothelial cell of umbilical vein	cell	HUV-EC-C; HUV-EC-C CELL; HUVEC-C CELL; HUMAN UMBILICAL VEIN ENDOTHELIAL CELL; HUVEC; HUMAN UMBILICAL CORD ENDOTHELIAL CELL	curated
IHH-4	IHH-4	CVCL_2960	not available	Homo Sapiens	Thyroid	Lymph node; Left cervical lymph node	75Y	Elderly	Male	Japanese	Thyroid gland follicular carcinoma	not available	cell	IHH4	curated
IM-95	IM95	CVCL_2961	IM-95 cell	Homo Sapiens	Stomach	Stomach	63Y	Adult	Male	Japanese	Gastric adenocarcinoma	not available	cell	IM-95; IM95; IM95 CELL	curated
JKT-beta-del	JKT-beta-del	CVCL_2966	not available	Homo Sapiens	Blood	Peripheral blood	14Y	Juvenile	Male	Caucasian	T-cell childhood acute lymphocytic leukemia	T cell	cell	JKT-beta-del	curated
KG-1-C	KG-1-C	CVCL_2971	not available	Homo Sapiens	Brain	Neural	13Y	Juvenile	Male	Japanese	Oligodendroglioma	not available	cell	KG-1C; KG-1; KG1C	curated
KHM-1B	KHM-1B	CVCL_2972	not available	Homo Sapiens	Haematopoietic and Lymphoid	Pleural effusion	53Y	Adult	Male	Japanese	Plasma cell myeloma	not available	cell	KHM1B	curated
KHYG-1	KHYG-1	CVCL_2976	not available	Homo Sapiens	Blood	Peripheral blood	45Y	Adult	Female	Japanese	Natural killer cell lymphoblastic leukemia/lymphoma	not available	cell	KHYG1; KHYG	curated
KMBC-2	KMBC-2	CVCL_2977	not available	Homo Sapiens	Bladder	not available	not available	not available	not available	Japanese	Bladder carcinoma	not available	cell	KMBC2	curated
KML-1	KML-1	CVCL_2979	not available	Homo Sapiens	Haematopoietic and Lymphoid	Pleural effusion	28Y	Adult	Female	Japanese	Diffuse large b-cell lymphoma germinal center b-cell type	not available	cell	KML1	curated
KMLS-1	KMLS-1	CVCL_2980	not available	Homo Sapiens	Soft Tissue	Retroperitoneal mass	not available	not available	not available	Japanese	Liposarcoma	not available	cell	KMLS1	curated
KMM-1	KMM-1	CVCL_2981	not available	Homo Sapiens	Haematopoietic and Lymphoid	Subcutaneous plasmacytoma	62Y	Adult	Male	Japanese	Plasma cell myeloma	not available	cell	KMM1	curated
KMRC-1	KMRC-1	CVCL_2983	not available	Homo Sapiens	Kidney	Kidney	not available	Adult	Male	Japanese	Clear cell renal cell carcinoma	not available	cell	KMRC1	curated
KMRC-2	KMRC-2	CVCL_2984	not available	Homo Sapiens	Kidney	Kidney	not available	Adult	Male	Japanese	Clear cell renal cell carcinoma	not available	cell	KMRC2	curated
KMRC-3	KMRC-3	CVCL_2985	not available	Homo Sapiens	Kidney	Kidney	not available	Adult	Male	Japanese	Clear cell renal cell carcinoma	not available	cell	KMRC3	curated
KMRC-20	KMRC-20	CVCL_2986	not available	Homo Sapiens	Kidney	Kidney	not available	not available	not available	Japanese	Clear cell renal cell carcinoma	not available	cell	KMRC20	curated
KMS-11	KMS-11	CVCL_2989	KMS-11 cell	Homo Sapiens	Haematopoietic and Lymphoid	Pleural effusion	67Y	Elderly	Female	Japanese	Plasma cell myeloma	not available	cell	KMS11 CELL; KMS 11; KMS11; KAWASAKI MEDICAL SCHOOL-11	curated
KMS-20	KMS-20	CVCL_2990	not available	Homo Sapiens	Bone Marrow	Bone marrow	65Y	Elderly	Female	Japanese	Plasma cell myeloma	not available	cell	KMS20; KAWASAKI MEDICAL SCHOOL-20	curated
KMS-21-BM	KMS-21-BM	CVCL_2991	not available	Homo Sapiens	Unknown	not available	not available	not available	not available	Japanese	not available	not available	cell	KAWASAKI MEDICAL SCHOOL-21-BONE MARROW; KMS-21BM; KMS21BM	curated
KMS-26	KMS-26	CVCL_2992	KMS-26 cell	Homo Sapiens	Haematopoietic and Lymphoid	Pleural effusion	50Y	Adult	Male	Japanese	Plasma cell myeloma	not available	cell	KAWASAKI MEDICAL SCHOOL-26; KMS26; KMS26 CELL	curated
KMS-27	KMS-27	CVCL_2993	not available	Homo Sapiens	Blood	Peripheral blood	52Y	Adult	Male	Japanese	Plasma cell myeloma	not available	cell	KMS27; KAWASAKI MEDICAL SCHOOL-27	curated
KMS-28-BM	KMS-28BM	CVCL_2994	not available	Homo Sapiens	Bone Marrow	Bone marrow	77Y	Elderly	Female	Japanese	Plasma cell myeloma	not available	cell	KMS-28; KMS28; KAWASAKI MEDICAL SCHOOL-28-BONE MARROW; KMS-28-BM; KMS28BM	curated
KMS-28-PE	KMS-28PE	CVCL_2995	not available	Homo Sapiens	Haematopoietic and Lymphoid	Pleural effusion	77Y	Elderly	Female	Japanese	Plasma cell myeloma	not available	cell	KMS28PE; KAWASAKI MEDICAL SCHOOL-28-PLEURAL EFFUSION; KMS-28-PE	curated
KMS-34	KMS-34	CVCL_2996	not available	Homo Sapiens	Haematopoietic and Lymphoid	Pleural effusion	60Y	Adult	Female	Japanese	Plasma cell myeloma	not available	cell	KMS34; KAWASAKI MEDICAL SCHOOL-34	curated
KON	KON	CVCL_3001	not available	Homo Sapiens	Mouth	Oral floor; Cervical lymph node	76Y	Elderly	Male	Japanese	Floor of mouth squamous cell carcinoma	not available	cell	KON	curated
KP-1N	KP-1N	CVCL_3002	KP-1N cell	Homo Sapiens	Pancreas	Pancreas	56Y	Adult	Male	Caucasian	Pancreatic ductal adenocarcinoma	not available	cell	KP-1N; KP1; KP1N; KP-1 N	curated
KP-1NL	KP-1NL	CVCL_3003	not available	Homo Sapiens	Pancreas	Pancreas	56Y	Adult	Male	Caucasian	Pancreatic ductal adenocarcinoma	not available	cell	KP-1N-L; KP-1-NL; KP1-NL; KP1NL	curated
KP-2	KP-2	CVCL_3004	KP-2 cell	Homo Sapiens	Pancreas	Pancreas	65Y	Elderly	Female	Japanese	Pancreatic carcinoma	not available	cell	KP2	curated
KP-3L	KP-3L	CVCL_3006	not available	Homo Sapiens	Pancreas	Liver	75Y	Elderly	Male	Japanese	Pancreatic adenosquamous carcinoma	not available	cell	KP-3-L; KP-3LS; KP3L	curated
KYM-1	KYM-1	CVCL_3007	not available	Homo Sapiens	Soft Tissue	Neck	9M	not available	Male	Japanese	Embryonal rhabdomyosarcoma	not available	cell	KYM1; KYM-1	curated
LC-1-sq	LC-1/sq	CVCL_3008	not available	Homo Sapiens	Lung	Lung	69Y	Elderly	Male	Japanese	Squamous cell lung carcinoma	not available	cell	LC-1 SQ; LC-1-SQ; LC-1SQ; LC1/SQ; LC-1; LC1SQ; LC1-SQ; LC1; LUNG CANCER-1/SQUAMOUS	curated
LU-99	Lu-99	CVCL_3015	Lu-99 cell	Homo Sapiens	Lung	Lung	63Y	Adult	Male	Japanese	Lung giant cell carcinoma	not available	cell	LU99 CELL; LU 99 CELL; LU-99 CELL; LU 99; LU99; LU-99; C-LU99	curated
Marcus	Marcus	CVCL_3019	not available	Homo Sapiens	Brain	not available	59Y	Adult	Female	Caucasian	Brain astrocytoma	not available	cell	AJ	curated
MCAS	MCAS	CVCL_3020	not available	Homo Sapiens	Ovary	Ovary	60Y	Adult	not available	Japanese	Ovarian mucinous cystadenocarcinoma	not available	cell	MCAS	curated
MTA	MTA	CVCL_3032	not available	Homo Sapiens	Blood	Peripheral blood	58Y	Adult	Female	Japanese	Natural killer cell lymphoblastic leukemia/lymphoma	not available	cell	MTA	curated
MY	MY	CVCL_3034	not available	Homo Sapiens	Blood	Peripheral blood; Bone marrow	52Y	Adult	Female	Japanese	Acute biphenotypic leukemia	mononuclear cell	cell	MY	curated
MY-M12	MY-M12	CVCL_3035	not available	Homo Sapiens	Blood	Peripheral blood; Bone marrow	52Y	Adult	Female	Japanese	Acute biphenotypic leukemia	mononuclear cell	cell	MYM12; MY CLONE M12	curated
NB(TU)1-10	NB(TU)1	CVCL_3041	not available	Homo Sapiens	Peripheral Nervous System	Abdominal mass	1Y	Infant	Female	Japanese	Neuroblastoma	not available	cell	NB-TU-1-10; NB(TU)1-10; NBTU1; NB(TU)-1; NB (TU) 1-10; NBTU110	curated
